,DATE,TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,UNIQUE KEY,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5
640936,2014-12-09 00:00:00,1900-01-01 16:00:00,MANHATTAN,10019,40.7673924,-73.9823647,"(40.7673924, -73.9823647)",8 AVENUE                        ,WEST 58 STREET                  ,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,3134019,BUS,PASSENGER VEHICLE,,,
641178,2014-12-09 00:00:00,1900-01-01 02:25:00,,,40.586118400000004,-73.9360334,"(40.5861184, -73.9360334)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3136059,PASSENGER VEHICLE,,,,
641466,2014-12-08 00:00:00,1900-01-01 13:40:00,QUEENS,11373,40.7439732,-73.88509470000001,"(40.7439732, -73.8850947)",BROADWAY                        ,BAXTER AVENUE                   ,,1,0,0,0,1,0,0,0,Alcohol Involvement,Unspecified,,,,3133828,PASSENGER VEHICLE,BICYCLE,,,
641489,2014-12-08 00:00:00,1900-01-01 14:20:00,BROOKLYN,11221,40.6941402,-73.92648170000001,"(40.6941402, -73.9264817)",KOSSUTH PLACE                   ,BUSHWICK AVENUE                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3133637,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
641506,2014-12-08 00:00:00,1900-01-01 14:40:00,QUEENS,11358,40.7536992,-73.80300820000001,"(40.7536992, -73.8030082)",46 AVENUE                       ,164 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,,,,3133127,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
641617,2014-12-08 00:00:00,1900-01-01 17:29:00,MANHATTAN,10013,40.72238529999999,-74.00376640000002,"(40.7223853, -74.0037664)",WEST BROADWAY                   ,GRAND STREET                    ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3132607,OTHER,,,,
641628,2014-12-08 00:00:00,1900-01-01 17:50:00,BROOKLYN,11223,40.5957085,-73.9650613,"(40.5957085, -73.9650613)",AVENUE V                        ,OCEAN PARKWAY                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3133484,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,
641724,2014-12-08 00:00:00,1900-01-01 01:30:00,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3133024,,,,,
641803,2014-12-08 00:00:00,1900-01-01 02:30:00,QUEENS,11375,40.7299972,-73.8414683,"(40.7299972, -73.8414683)",GRND CNTRL PARKWAY SR SOUTH     ,67 ROAD                         ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3133179,PASSENGER VEHICLE,,,,
641807,2014-12-08 00:00:00,1900-01-01 03:20:00,,,,,,,,,9,0,0,0,0,0,9,0,Alcohol Involvement,Alcohol Involvement,Traffic Control Disregarded,Other Vehicular,Other Vehicular,3132759,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,VAN
641923,2014-12-07 00:00:00,1900-01-01 00:01:00,BROOKLYN,11226,40.6405826,-73.9557162,"(40.6405826, -73.9557162)",DITMAS AVENUE                   ,FLATBUSH AVENUE                 ,,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,3132296,PASSENGER VEHICLE,,,,
642114,2014-12-06 00:00:00,1900-01-01 10:30:00,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3132178,PASSENGER VEHICLE,,,,
642148,2014-12-07 00:00:00,1900-01-01 16:40:00,BRONX,10452,40.84022589999999,-73.9176827,"(40.8402259, -73.9176827)",EAST 170 STREET                 ,JEROME AVENUE                   ,,4,0,0,0,0,0,4,0,Alcohol Involvement,Other Vehicular,Unspecified,,,3132757,LIVERY VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
642248,2014-12-07 00:00:00,1900-01-01 01:15:00,,,40.692497700000004,-73.8795327,"(40.6924977, -73.8795327)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3132401,SPORT UTILITY / STATION WAGON,,,,
642259,2014-12-07 00:00:00,1900-01-01 01:40:00,BROOKLYN,11237,40.7036676,-73.92689320000001,"(40.7036676, -73.9268932)",JEFFERSON STREET                ,KNICKERBOCKER AVENUE            ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Alcohol Involvement,Unspecified,3133011,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE
642359,2014-12-07 00:00:00,1900-01-01 04:47:00,MANHATTAN,10034,40.8624119,-73.92249240000001,"(40.8624119, -73.9224924)",NAGLE AVENUE                    ,ACADEMY STREET                  ,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3132734,PASSENGER VEHICLE,,,,
642365,2014-12-07 00:00:00,1900-01-01 05:15:00,BROOKLYN,11206,40.6998739,-73.9404215,"(40.6998739, -73.9404215)",FAYETTE STREET                  ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3133641,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
642374,2014-12-07 00:00:00,1900-01-01 06:00:00,,,,,,GRAND AVENUE                    ,69 LANE                         ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Driver Inattention/Distraction,,,,3132402,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
642701,2014-12-06 00:00:00,1900-01-01 18:00:00,BRONX,10460,40.84013,-73.88029909999999,"(40.84013, -73.8802991)",EAST TREMONT AVENUE             ,BOSTON ROAD                     ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3132225,PASSENGER VEHICLE,UNKNOWN,,,
642786,2014-12-06 00:00:00,1900-01-01 01:38:00,MANHATTAN,10002,40.7190695,-73.9933586,"(40.7190695, -73.9933586)",CHRYSTIE STREET                 ,BROOME STREET                   ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,,,3131466,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
642787,2014-12-06 00:00:00,1900-01-01 01:40:00,BRONX,10466,40.8842422,-73.8492773,"(40.8842422, -73.8492773)",EAST 225 STREET                 ,LACONIA AVENUE                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3132788,UNKNOWN,UNKNOWN,,,
642825,2014-12-06 00:00:00,1900-01-01 20:48:00,BRONX,10464,40.8565513,-73.7913635,"(40.8565513, -73.7913635)",CITY ISLAND AVENUE              ,BRIDGE STREET                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3132200,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
642946,2014-12-06 00:00:00,1900-01-01 02:45:00,QUEENS,11358,40.7525381,-73.7860479,"(40.7525381, -73.7860479)",47 AVENUE                       ,195 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Other Vehicular,,,3131943,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
642956,2014-12-06 00:00:00,1900-01-01 03:12:00,QUEENS,11370,40.760845399999994,-73.8853941,"(40.7608454, -73.8853941)",,,30-12 83 ST                             ,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3131988,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
643021,2014-12-06 00:00:00,1900-01-01 08:41:00,BROOKLYN,11229,40.6010539,-73.93619559999999,"(40.6010539, -73.9361956)",AVENUE U                        ,BRAGG STREET                    ,,3,0,0,0,0,0,3,0,Alcohol Involvement,,,,,3131697,SPORT UTILITY / STATION WAGON,,,,
643031,2014-12-06 00:00:00,1900-01-01 09:05:00,QUEENS,11373,40.74054829999999,-73.8726147,"(40.7405483, -73.8726147)",50 AVENUE                       ,91 PLACE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3132491,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PICK-UP TRUCK,PASSENGER VEHICLE,PASSENGER VEHICLE
643425,2014-12-05 00:00:00,1900-01-01 01:30:00,BROOKLYN,11223,40.5901115,-73.9742167,"(40.5901115, -73.9742167)",MC DONALD AVENUE                ,AVENUE X                        ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3131161,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
643596,2014-12-05 00:00:00,1900-01-01 04:19:00,,,40.6983238,-73.9622533,"(40.6983238, -73.9622533)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3131816,PASSENGER VEHICLE,LARGE COM VEH(6 OR MORE TIRES),,,
644142,2014-12-04 00:00:00,1900-01-01 21:36:00,MANHATTAN,10018,40.7522807,-73.98969190000001,"(40.7522807, -73.9896919)",7 AVENUE                        ,WEST 36 STREET                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3131002,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
644196,2014-12-04 00:00:00,1900-01-01 04:38:00,,,,,,NORTH PORTLAND AVENUE           ,PARK AVENUE                     ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,,,,3130714,OTHER,PASSENGER VEHICLE,,,
644219,2014-12-04 00:00:00,1900-01-01 07:15:00,QUEENS,11421,40.6955744,-73.86221379999999,"(40.6955744, -73.8622138)",85 AVENUE                       ,FOREST PARKWAY                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3130734,VAN,UNKNOWN,,,
644274,2014-12-04 00:00:00,1900-01-01 09:00:00,BRONX,10467,40.877633200000005,-73.86737629999999,"(40.8776332, -73.8673763)",EAST GUN HILL ROAD              ,WILLET AVENUE                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3130535,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
644327,2014-12-03 00:00:00,1900-01-01 00:50:00,MANHATTAN,10036,40.7572565,-73.9858217,"(40.7572565, -73.9858217)",WEST 44 STREET                  ,BROADWAY                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3129778,PASSENGER VEHICLE,,,,
644729,2014-12-03 00:00:00,1900-01-01 21:45:00,MANHATTAN,10001,40.7489737,-74.0032374,"(40.7489737, -74.0032374)",WEST 25 STREET                  ,10 AVENUE                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3130366,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
644758,2014-12-03 00:00:00,1900-01-01 02:21:00,BROOKLYN,11238,40.6775217,-73.9727156,"(40.6775217, -73.9727156)",FLATBUSH AVENUE                 ,PARK PLACE                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,Unspecified,Unspecified,,3130047,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,PASSENGER VEHICLE,
644762,2014-12-03 00:00:00,1900-01-01 04:00:00,,,40.7397921,-73.8453684,"(40.7397921, -73.8453684)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,Unspecified,,,3130217,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,
644910,2014-12-02 00:00:00,1900-01-01 10:25:00,QUEENS,11422,40.66322329999999,-73.7335072,"(40.6632233, -73.7335072)",FRANCIS LEWIS BOULEVARD         ,248 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3130121,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
645388,2014-12-02 00:00:00,1900-01-01 02:39:00,,,40.813224700000006,-73.89782679999999,"(40.8132247, -73.8978268)",,,,4,0,0,0,0,0,4,0,Alcohol Involvement,Other Vehicular,Other Vehicular,,,3129228,PASSENGER VEHICLE,PASSENGER VEHICLE,OTHER,,
645391,2014-12-02 00:00:00,1900-01-01 03:35:00,QUEENS,11412,40.689506099999996,-73.7643552,"(40.6895061, -73.7643552)",MONTAUK STREET                  ,BAISLEY BOULEVARD               ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3129669,PASSENGER VEHICLE,,,,
645587,2014-12-01 00:00:00,1900-01-01 12:20:00,BROOKLYN,11207,40.6853679,-73.91088609999998,"(40.6853679, -73.9108861)",BUSHWICK AVENUE                 ,DECATUR STREET                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3130063,SPORT UTILITY / STATION WAGON,UNKNOWN,,,
646011,2014-12-01 00:00:00,1900-01-01 05:15:00,,,40.7090458,-73.8414531,"(40.7090458, -73.8414531)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,,,,3129523,TAXI,TAXI,,,
646163,2014-11-30 00:00:00,1900-01-01 00:35:00,MANHATTAN,10009,40.7260539,-73.98353370000001,"(40.7260539, -73.9835337)",AVENUE A                        ,EAST 7 STREET                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Lost Consciousness,,,,3128125,PASSENGER VEHICLE,TAXI,,,
646403,2014-11-30 00:00:00,1900-01-01 01:21:00,STATEN ISLAND,10312,40.5509963,-74.1787439,"(40.5509963, -74.1787439)",DRUMGOOLE ROAD WEST             ,NOTUS AVENUE                    ,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3128523,SPORT UTILITY / STATION WAGON,,,,
646418,2014-11-30 00:00:00,1900-01-01 20:45:00,STATEN ISLAND,10301,40.6021368,-74.11487,"(40.6021368, -74.11487)",TODT HILL ROAD                  ,OCEAN TERRACE                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3129029,SPORT UTILITY / STATION WAGON,PICK-UP TRUCK,,,
646424,2014-11-30 00:00:00,1900-01-01 21:00:00,QUEENS,11357,40.7811178,-73.8120084,"(40.7811178, -73.8120084)",20 AVENUE                       ,MURRAY STREET                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3129613,SPORT UTILITY / STATION WAGON,VAN,,,
646429,2014-11-30 00:00:00,1900-01-01 21:20:00,BRONX,10472,40.82691629999999,-73.8720302,"(40.8269163, -73.8720302)",WATSON AVENUE                   ,METCALF AVENUE                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3130494,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
646457,2014-11-30 00:00:00,1900-01-01 02:25:00,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3128455,PASSENGER VEHICLE,,,,
646470,2014-11-30 00:00:00,1900-01-01 03:20:00,QUEENS,11354,40.7595695,-73.8301393,"(40.7595695, -73.8301393)",MAIN STREET                     ,ROOSEVELT AVENUE                ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3128423,PASSENGER VEHICLE,,,,
646515,2014-11-30 00:00:00,1900-01-01 09:05:00,QUEENS,11354,40.762130799999994,-73.82493459999999,"(40.7621308, -73.8249346)",BOWNE STREET                    ,38 AVENUE                       ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3128428,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
646525,2014-11-29 00:00:00,1900-01-01 00:05:00,,,40.585882899999994,-73.912699,"(40.5858829, -73.912699)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3129966,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
646723,2014-11-29 00:00:00,1900-01-01 18:09:00,,,40.741983000000005,-73.82474479999999,"(40.741983, -73.8247448)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3156495,LARGE COM VEH(6 OR MORE TIRES),PASSENGER VEHICLE,,,
646767,2014-11-29 00:00:00,1900-01-01 01:50:00,,,40.7406926,-73.8441704,"(40.7406926, -73.8441704)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3128034,PASSENGER VEHICLE,,,,
646842,2014-11-29 00:00:00,1900-01-01 02:15:00,QUEENS,11432,40.7146103,-73.802543,"(40.7146103, -73.802543)",164 STREET                      ,84 ROAD                         ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3128411,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
646850,2014-11-29 00:00:00,1900-01-01 03:29:00,MANHATTAN,10040,40.8646639,-73.928889,"(40.8646639, -73.928889)",BROADWAY                        ,ARDEN STREET                    ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Outside Car Distraction,Alcohol Involvement,,,3128678,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,,
646855,2014-11-29 00:00:00,1900-01-01 04:10:00,QUEENS,11416,40.6881494,-73.8488335,"(40.6881494, -73.8488335)",ATLANTIC AVENUE                 ,WOODHAVEN BOULEVARD             ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3127949,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
646931,2014-11-28 00:00:00,1900-01-01 00:45:00,MANHATTAN,10002,40.7207656,-73.9906275,"(40.7207656, -73.9906275)",RIVINGTON STREET                ,ELDRIDGE STREET                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3127690,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
647029,2014-11-28 00:00:00,1900-01-01 13:35:00,,,,,,GRAND CONCOURSE                 ,EAST BURNSIDE AVENUE            ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Turning Improperly,,,,3127255,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
647249,2014-11-28 00:00:00,1900-01-01 21:38:00,MANHATTAN,10019,40.768439,-73.98905040000001,"(40.768439, -73.9890504)",WEST 56 STREET                  ,10 AVENUE                       ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,,3128590,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,
647500,2014-11-27 00:00:00,1900-01-01 03:15:00,,,,,,,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3127250,PASSENGER VEHICLE,,,,
647549,2014-11-27 00:00:00,1900-01-01 19:00:00,BROOKLYN,11226,40.6461284,-73.9592007,"(40.6461284, -73.9592007)",EAST 21 STREET                  ,REGENT PLACE                    ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3127378,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
647656,2014-11-27 00:00:00,1900-01-01 02:15:00,STATEN ISLAND,10309,40.531712299999995,-74.20289190000001,"(40.5317123, -74.2028919)",DRUMGOOLE ROAD EAST             ,FOSTER ROAD                     ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3127142,PASSENGER VEHICLE,,,,
647676,2014-11-27 00:00:00,1900-01-01 04:10:00,BRONX,10457,40.838874700000005,-73.90264659999998,"(40.8388747, -73.9026466)",CLAREMONT PARKWAY               ,WASHINGTON AVENUE               ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Alcohol Involvement,,,,3135353,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
647677,2014-11-27 00:00:00,1900-01-01 04:15:00,QUEENS,11374,40.7269675,-73.8564592,"(40.7269675, -73.8564592)",66 AVENUE                       ,SAUNDERS STREET                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3127069,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
647684,2014-11-27 00:00:00,1900-01-01 05:14:00,,,40.8551235,-73.87220909999999,"(40.8551235, -73.8722091)",,,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,3127293,PASSENGER VEHICLE,,,,
647742,2014-11-26 00:00:00,1900-01-01 00:40:00,BROOKLYN,11205,40.690347100000004,-73.9602915,"(40.6903471, -73.9602915)",CLASSON AVENUE                  ,DEKALB AVENUE                   ,,1,0,1,0,0,0,0,0,Alcohol Involvement,,,,,3126488,PASSENGER VEHICLE,,,,
648193,2014-11-26 00:00:00,1900-01-01 19:30:00,,,,,,VICTORY BOULEVARD               ,ARLENE STREET                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Fatigued/Drowsy,,,,3127120,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
648338,2014-11-26 00:00:00,1900-01-01 04:30:00,,,40.8203466,-73.95932679999999,"(40.8203466, -73.9593268)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3126246,PASSENGER VEHICLE,,,,
648745,2014-11-25 00:00:00,1900-01-01 17:30:00,,,40.709184,-73.956815,"(40.709184, -73.956815)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Turning Improperly,,,,3125845,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
648934,2014-11-25 00:00:00,1900-01-01 03:31:00,BROOKLYN,11203,40.650518299999995,-73.9235855,"(40.6505183, -73.9235855)",KINGS HIGHWAY                   ,SNYDER AVENUE                   ,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,3125716,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
648937,2014-11-25 00:00:00,1900-01-01 04:10:00,QUEENS,11369,40.7600205,-73.8592613,"(40.7600205, -73.8592613)",ASTORIA BOULEVARD               ,111 STREET                      ,,2,0,0,0,0,0,2,0,Alcohol Involvement,Unspecified,,,,3126094,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,,,
649028,2014-11-25 00:00:00,1900-01-01 09:00:00,BROOKLYN,11216,40.6832396,-73.94389050000001,"(40.6832396, -73.9438905)",HANCOCK STREET                  ,TOMPKINS AVENUE                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3126489,PASSENGER VEHICLE,,,,
649070,2014-11-25 00:00:00,1900-01-01 09:50:00,BROOKLYN,11212,40.654629,-73.9220058,"(40.654629, -73.9220058)",REMSEN AVENUE                   ,KINGS HIGHWAY                   ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,3125721,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
649462,2014-11-24 00:00:00,1900-01-01 18:13:00,MANHATTAN,10034,40.8636899,-73.91706429999999,"(40.8636899, -73.9170643)",WEST 207 STREET                 ,9 AVENUE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,,,,,3125576,PASSENGER VEHICLE,OTHER,,,
649528,2014-11-24 00:00:00,1900-01-01 01:20:00,BROOKLYN,11211,40.709551700000006,-73.95885890000001,"(40.7095517, -73.9588589)",HAVEMEYER STREET                ,SOUTH 5 STREET                  ,,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,3125848,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
649609,2014-11-24 00:00:00,1900-01-01 02:45:00,BROOKLYN,11221,40.6933158,-73.92495,"(40.6933158, -73.92495)",VAN BUREN STREET                ,BUSHWICK AVENUE                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,2977229,OTHER,PASSENGER VEHICLE,,,
650002,2014-11-23 00:00:00,1900-01-01 16:50:00,BRONX,10458,40.8583759,-73.896364,"(40.8583759, -73.896364)",TIEBOUT AVENUE                  ,EAST 184 STREET                 ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Other Vehicular,,,,2919643,VAN,SPORT UTILITY / STATION WAGON,,,
650024,2014-11-23 00:00:00,1900-01-01 17:28:00,BROOKLYN,11213,40.6685062,-73.9256052,"(40.6685062, -73.9256052)",EASTERN PARKWAY                 ,BUFFALO AVENUE                  ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,2977196,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
650135,2014-11-23 00:00:00,1900-01-01 23:03:00,,,,,,,,,4,0,0,0,0,0,4,0,Alcohol Involvement,Unspecified,Unspecified,Unspecified,Unspecified,3097996,PASSENGER VEHICLE,PASSENGER VEHICLE,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE
650159,2014-11-23 00:00:00,1900-01-01 03:05:00,MANHATTAN,10037,40.8101754,-73.93740759999999,"(40.8101754, -73.9374076)",EAST 132 STREET                 ,MADISON AVENUE                  ,,2,0,0,0,0,0,2,0,Alcohol Involvement,,,,,2828484,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
650185,2014-11-23 00:00:00,1900-01-01 05:25:00,BROOKLYN,11236,40.6511569,-73.9181358,"(40.6511569, -73.9181358)",REMSEN AVENUE                   ,AVENUE A                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,,,,2828609,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
650210,2014-11-23 00:00:00,1900-01-01 08:30:00,,,40.6080634,-74.1464723,"(40.6080634, -74.1464723)",,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,2828900,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,,,
650234,2014-11-22 00:00:00,1900-01-01 00:51:00,MANHATTAN,10128,40.784237,-73.9470697,"(40.784237, -73.9470697)",EAST 96 STREET                  ,2 AVENUE                        ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,2827949,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
650443,2014-11-22 00:00:00,1900-01-01 17:30:00,QUEENS,11434,40.6867596,-73.78448490000001,"(40.6867596, -73.7844849)",BREWER BOULEVARD                ,116 AVENUE                      ,,3,0,0,0,0,0,3,0,Alcohol Involvement,Unspecified,,,,2828850,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,,,
650505,2014-11-22 00:00:00,1900-01-01 19:15:00,QUEENS,11354,40.765138799999995,-73.8194359,"(40.7651388, -73.8194359)",NORTHERN BOULEVARD              ,147 STREET                      ,,0,0,0,0,0,0,0,0,Alcohol Involvement,Alcohol Involvement,,,,2828285,PASSENGER VEHICLE,PASSENGER VEHICLE,,,
650538,2014-11-22 00:00:00,1900-01-01 01:45:00,BRONX,10462,40.849903999999995,-73.8678184,"(40.849904, -73.8678184)",WHITE PLAINS ROAD               ,BIRCHALL AVENUE                 ,,1,0,0,0,0,0,1,0,Alcohol Involvement,,,,,2828032,OTHER,,,,
